'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:09.078',-0.163,0.098,0.261,0.032,-0.212,0.179,-0.772,0.319,1.134,0.231,0.027,0.268,-0.056,0.164,0.176
'0:09.079',-0.160,0.097,0.257,0.032,-0.208,0.177,-0.773,0.314,1.129,0.229,0.021,0.262,-0.054,0.165,0.179
'0:09.080',-0.160,0.099,0.259,0.030,-0.209,0.179,-0.779,0.311,1.123,0.228,0.015,0.259,-0.051,0.165,0.182
'0:09.081',-0.160,0.099,0.259,0.030,-0.209,0.179,-0.782,0.307,1.120,0.225,0.009,0.256,-0.050,0.168,0.187
'0:09.082',-0.158,0.099,0.256,0.029,-0.206,0.177,-0.783,0.305,1.117,0.227,0.006,0.251,-0.051,0.169,0.191
'0:09.083',-0.161,0.090,0.251,0.035,-0.206,0.171,-0.777,0.306,1.117,0.230,0.008,0.252,-0.049,0.163,0.193
'0:09.084',-0.163,0.088,0.252,0.037,-0.207,0.171,-0.768,0.304,1.124,0.229,0.004,0.248,-0.046,0.165,0.192
'0:09.085',-0.159,0.094,0.253,0.032,-0.205,0.173,-0.766,0.300,1.129,0.226,0.001,0.247,-0.044,0.170,0.192
'0:09.086',-0.158,0.096,0.253,0.031,-0.205,0.174,-0.772,0.301,1.125,0.225,-0.003,0.244,-0.044,0.169,0.195
'0:09.087',-0.160,0.096,0.256,0.032,-0.208,0.176,-0.787,0.301,1.116,0.229,-0.006,0.240,-0.048,0.161,0.200
'0:09.088',-0.156,0.101,0.257,0.027,-0.206,0.179,-0.793,0.300,1.107,0.229,-0.006,0.242,-0.046,0.158,0.201
'0:09.089',-0.160,0.096,0.256,0.032,-0.208,0.175,-0.788,0.299,1.103,0.232,-0.006,0.242,-0.046,0.151,0.203
'0:09.090',-0.162,0.089,0.251,0.036,-0.206,0.171,-0.791,0.297,1.097,0.232,-0.007,0.243,-0.044,0.145,0.205
'0:09.091',-0.162,0.086,0.247,0.038,-0.205,0.167,-0.792,0.297,1.092,0.231,-0.006,0.245,-0.044,0.145,0.204
'0:09.092',-0.159,0.085,0.243,0.036,-0.201,0.165,-0.792,0.296,1.091,0.229,-0.007,0.244,-0.045,0.144,0.201
'0:09.093',-0.155,0.090,0.245,0.032,-0.200,0.168,-0.797,0.293,1.087,0.228,-0.011,0.239,-0.045,0.144,0.202
'0:09.094',-0.161,0.086,0.246,0.037,-0.203,0.166,-0.802,0.291,1.077,0.232,-0.011,0.237,-0.050,0.137,0.203
'0:09.095',-0.165,0.081,0.245,0.042,-0.205,0.164,-0.804,0.291,1.069,0.235,-0.012,0.237,-0.051,0.129,0.207
'0:09.096',-0.169,0.074,0.244,0.047,-0.206,0.160,-0.796,0.290,1.069,0.236,-0.013,0.237,-0.051,0.129,0.209
'0:09.097',-0.166,0.071,0.237,0.048,-0.202,0.154,-0.784,0.288,1.075,0.229,-0.013,0.236,-0.050,0.133,0.205
'0:09.098',-0.166,0.068,0.234,0.050,-0.200,0.150,-0.778,0.289,1.083,0.229,-0.013,0.235,-0.048,0.135,0.206
'0:09.099',-0.163,0.071,0.234,0.045,-0.198,0.152,-0.776,0.289,1.085,0.228,-0.015,0.234,-0.047,0.139,0.205
'0:09.100',-0.161,0.075,0.236,0.042,-0.198,0.156,-0.776,0.287,1.085,0.227,-0.018,0.233,-0.044,0.140,0.206
'0:09.101',-0.163,0.077,0.240,0.043,-0.202,0.160,-0.778,0.285,1.085,0.228,-0.024,0.231,-0.043,0.141,0.209
'0:09.102',-0.166,0.075,0.241,0.045,-0.203,0.159,-0.780,0.283,1.084,0.231,-0.025,0.230,-0.043,0.139,0.212
'0:09.103',-0.168,0.068,0.236,0.051,-0.203,0.152,-0.780,0.284,1.086,0.233,-0.022,0.232,-0.042,0.135,0.211
'0:09.104',-0.165,0.070,0.234,0.048,-0.200,0.152,-0.772,0.282,1.092,0.231,-0.023,0.232,-0.039,0.141,0.209
'0:09.105',-0.161,0.072,0.233,0.044,-0.197,0.152,-0.768,0.280,1.099,0.229,-0.025,0.230,-0.036,0.149,0.206
'0:09.106',-0.160,0.075,0.234,0.042,-0.197,0.155,-0.775,0.280,1.099,0.226,-0.030,0.226,-0.038,0.148,0.207
'0:09.107',-0.164,0.076,0.239,0.043,-0.202,0.158,-0.785,0.281,1.088,0.230,-0.032,0.224,-0.040,0.142,0.213
'0:09.108',-0.162,0.079,0.240,0.041,-0.201,0.160,-0.795,0.281,1.081,0.231,-0.031,0.226,-0.041,0.141,0.212
'0:09.109',-0.163,0.074,0.237,0.044,-0.201,0.156,-0.796,0.282,1.075,0.233,-0.029,0.226,-0.042,0.135,0.214
'0:09.110',-0.166,0.068,0.234,0.049,-0.200,0.151,-0.792,0.281,1.075,0.233,-0.028,0.227,-0.042,0.131,0.213
'0:09.111',-0.165,0.066,0.231,0.050,-0.198,0.148,-0.789,0.283,1.077,0.232,-0.026,0.228,-0.042,0.134,0.212
'0:09.112',-0.162,0.067,0.229,0.048,-0.196,0.148,-0.792,0.283,1.075,0.231,-0.025,0.230,-0.042,0.136,0.210
'0:09.113',-0.162,0.071,0.234,0.045,-0.198,0.153,-0.792,0.282,1.075,0.231,-0.025,0.228,-0.043,0.134,0.209
'0:09.114',-0.165,0.070,0.235,0.048,-0.201,0.153,-0.799,0.284,1.067,0.235,-0.024,0.228,-0.047,0.127,0.209
'0:09.115',-0.172,0.066,0.238,0.053,-0.206,0.152,-0.805,0.286,1.058,0.238,-0.024,0.228,-0.050,0.117,0.212
'0:09.116',-0.177,0.060,0.238,0.059,-0.208,0.149,-0.797,0.287,1.058,0.240,-0.021,0.232,-0.048,0.116,0.213
'0:09.117',-0.173,0.058,0.232,0.058,-0.202,0.145,-0.788,0.287,1.067,0.235,-0.018,0.234,-0.045,0.121,0.208
'0:09.118',-0.175,0.051,0.227,0.062,-0.202,0.140,-0.781,0.287,1.075,0.234,-0.019,0.231,-0.044,0.123,0.208
'0:09.119',-0.172,0.054,0.227,0.059,-0.200,0.141,-0.783,0.286,1.076,0.233,-0.021,0.229,-0.043,0.128,0.207
'0:09.120',-0.170,0.059,0.230,0.055,-0.200,0.144,-0.785,0.287,1.077,0.233,-0.024,0.227,-0.043,0.130,0.210
'0:09.121',-0.172,0.061,0.234,0.055,-0.203,0.148,-0.785,0.285,1.075,0.234,-0.025,0.224,-0.044,0.129,0.211
'0:09.122',-0.177,0.059,0.236,0.059,-0.206,0.147,-0.786,0.284,1.075,0.235,-0.027,0.222,-0.043,0.128,0.213
'0:09.123',-0.181,0.051,0.234,0.065,-0.207,0.143,-0.782,0.285,1.077,0.238,-0.024,0.225,-0.042,0.129,0.212
'0:09.124',-0.179,0.053,0.234,0.063,-0.207,0.144,-0.771,0.285,1.083,0.236,-0.024,0.224,-0.041,0.137,0.210
'0:09.125',-0.175,0.058,0.234,0.059,-0.205,0.146,-0.769,0.285,1.093,0.233,-0.025,0.223,-0.037,0.141,0.208
'0:09.126',-0.170,0.062,0.233,0.054,-0.202,0.148,-0.776,0.285,1.093,0.231,-0.028,0.222,-0.037,0.141,0.209
'0:09.127',-0.169,0.066,0.235,0.052,-0.203,0.150,-0.786,0.284,1.084,0.234,-0.028,0.222,-0.040,0.133,0.214
'0:09.128',-0.166,0.073,0.239,0.046,-0.203,0.157,-0.796,0.284,1.077,0.235,-0.025,0.224,-0.041,0.132,0.214
'0:09.129',-0.169,0.070,0.239,0.049,-0.204,0.155,-0.791,0.287,1.074,0.238,-0.024,0.228,-0.041,0.132,0.217
'0:09.130',-0.172,0.066,0.238,0.053,-0.205,0.152,-0.788,0.290,1.076,0.240,-0.024,0.231,-0.042,0.131,0.216
'0:09.131',-0.169,0.065,0.234,0.052,-0.202,0.150,-0.786,0.292,1.077,0.239,-0.022,0.233,-0.042,0.129,0.213
'0:09.132',-0.166,0.066,0.231,0.050,-0.199,0.148,-0.784,0.292,1.075,0.237,-0.021,0.233,-0.042,0.127,0.210
'0:09.133',-0.163,0.072,0.235,0.045,-0.200,0.153,-0.789,0.290,1.073,0.234,-0.023,0.228,-0.043,0.124,0.208
'0:09.134',-0.164,0.070,0.235,0.047,-0.200,0.152,-0.796,0.292,1.065,0.236,-0.020,0.229,-0.046,0.119,0.208
'0:09.135',-0.170,0.067,0.236,0.051,-0.203,0.151,-0.802,0.294,1.058,0.239,-0.018,0.231,-0.049,0.115,0.211
'0:09.136',-0.172,0.063,0.235,0.055,-0.204,0.149,-0.795,0.293,1.058,0.241,-0.017,0.232,-0.049,0.115,0.210
'0:09.137',-0.171,0.059,0.231,0.056,-0.201,0.145,-0.783,0.293,1.066,0.238,-0.017,0.234,-0.045,0.120,0.206
'0:09.138',-0.174,0.055,0.230,0.059,-0.202,0.142,-0.776,0.293,1.073,0.235,-0.019,0.232,-0.045,0.123,0.206
'0:09.139',-0.171,0.059,0.230,0.057,-0.201,0.144,-0.777,0.290,1.075,0.234,-0.021,0.230,-0.043,0.129,0.205
'0:09.140',-0.171,0.060,0.232,0.055,-0.201,0.146,-0.780,0.288,1.073,0.231,-0.024,0.227,-0.042,0.132,0.207
'0:09.141',-0.172,0.062,0.234,0.054,-0.203,0.148,-0.777,0.290,1.073,0.233,-0.025,0.225,-0.041,0.132,0.209
'0:09.142',-0.176,0.059,0.235,0.059,-0.206,0.147,-0.777,0.290,1.074,0.236,-0.024,0.226,-0.041,0.131,0.212
'0:09.143',-0.179,0.054,0.234,0.062,-0.206,0.144,-0.779,0.292,1.075,0.235,-0.022,0.229,-0.040,0.132,0.211
'0:09.144',-0.173,0.061,0.235,0.057,-0.204,0.148,-0.770,0.293,1.081,0.232,-0.024,0.228,-0.037,0.141,0.211
'0:09.145',-0.170,0.064,0.234,0.052,-0.203,0.149,-0.763,0.292,1.089,0.229,-0.025,0.230,-0.035,0.150,0.208
'0:09.146',-0.169,0.068,0.237,0.051,-0.203,0.153,-0.769,0.291,1.089,0.226,-0.029,0.227,-0.033,0.145,0.209
'0:09.147',-0.172,0.071,0.244,0.050,-0.208,0.158,-0.782,0.290,1.078,0.230,-0.030,0.224,-0.036,0.142,0.215
'0:09.148',-0.169,0.077,0.246,0.046,-0.207,0.162,-0.789,0.289,1.069,0.232,-0.029,0.225,-0.038,0.144,0.215
'0:09.149',-0.173,0.072,0.245,0.051,-0.209,0.159,-0.789,0.291,1.066,0.234,-0.027,0.225,-0.037,0.137,0.216
'0:09.150',-0.174,0.068,0.242,0.053,-0.208,0.155,-0.785,0.293,1.063,0.235,-0.026,0.226,-0.037,0.134,0.214
'0:09.151',-0.172,0.066,0.238,0.053,-0.205,0.152,-0.781,0.293,1.060,0.234,-0.025,0.229,-0.037,0.134,0.213
'0:09.152',-0.171,0.066,0.237,0.053,-0.204,0.151,-0.782,0.293,1.060,0.233,-0.022,0.231,-0.035,0.132,0.210
'0:09.153',-0.168,0.072,0.241,0.048,-0.204,0.157,-0.786,0.293,1.057,0.233,-0.025,0.229,-0.036,0.134,0.211
'0:09.154',-0.172,0.069,0.241,0.051,-0.207,0.155,-0.793,0.293,1.050,0.236,-0.025,0.231,-0.038,0.128,0.213
'0:09.155',-0.179,0.066,0.245,0.057,-0.212,0.156,-0.797,0.295,1.042,0.240,-0.024,0.231,-0.041,0.120,0.215
'0:09.156',-0.180,0.062,0.242,0.059,-0.211,0.152,-0.790,0.296,1.042,0.242,-0.024,0.231,-0.042,0.121,0.217
'0:09.157',-0.177,0.059,0.237,0.059,-0.207,0.148,-0.779,0.295,1.050,0.236,-0.024,0.233,-0.040,0.129,0.211
'0:09.158',-0.182,0.053,0.235,0.064,-0.209,0.145,-0.771,0.295,1.056,0.234,-0.026,0.230,-0.038,0.133,0.213
'0:09.159',-0.178,0.056,0.235,0.061,-0.207,0.146,-0.775,0.293,1.058,0.233,-0.029,0.226,-0.038,0.134,0.212
'0:09.160',-0.175,0.062,0.238,0.057,-0.207,0.151,-0.780,0.293,1.058,0.234,-0.030,0.226,-0.038,0.137,0.213
'0:09.161',-0.175,0.067,0.242,0.054,-0.209,0.155,-0.781,0.291,1.060,0.234,-0.033,0.223,-0.037,0.140,0.216
'0:09.162',-0.175,0.068,0.244,0.054,-0.210,0.156,-0.785,0.291,1.061,0.236,-0.034,0.221,-0.038,0.140,0.219
'0:09.163',-0.180,0.059,0.240,0.060,-0.210,0.150,-0.782,0.295,1.061,0.238,-0.030,0.223,-0.037,0.136,0.219
'0:09.164',-0.182,0.059,0.241,0.061,-0.212,0.150,-0.773,0.293,1.069,0.237,-0.031,0.222,-0.035,0.139,0.217
'0:09.165',-0.175,0.066,0.241,0.055,-0.209,0.153,-0.768,0.293,1.078,0.233,-0.030,0.223,-0.034,0.149,0.213
'0:09.166',-0.172,0.071,0.243,0.051,-0.208,0.158,-0.775,0.292,1.077,0.231,-0.032,0.220,-0.035,0.151,0.214
'0:09.167',-0.173,0.074,0.248,0.050,-0.211,0.162,-0.788,0.293,1.069,0.235,-0.033,0.220,-0.036,0.146,0.219
'0:09.168',-0.170,0.079,0.249,0.045,-0.209,0.164,-0.793,0.293,1.063,0.236,-0.030,0.223,-0.036,0.142,0.218
'0:09.169',-0.173,0.074,0.248,0.050,-0.211,0.162,-0.792,0.293,1.060,0.237,-0.030,0.224,-0.036,0.137,0.218
'0:09.170',-0.174,0.071,0.246,0.051,-0.210,0.159,-0.793,0.296,1.059,0.238,-0.026,0.226,-0.038,0.137,0.216
'0:09.171',-0.173,0.072,0.245,0.051,-0.209,0.159,-0.790,0.296,1.060,0.238,-0.024,0.229,-0.038,0.139,0.215
'0:09.172',-0.169,0.074,0.242,0.047,-0.205,0.159,-0.791,0.297,1.057,0.234,-0.024,0.231,-0.038,0.141,0.212
'0:09.173',-0.163,0.081,0.244,0.041,-0.203,0.163,-0.796,0.296,1.054,0.232,-0.026,0.228,-0.038,0.141,0.212
'0:09.174',-0.169,0.075,0.244,0.046,-0.206,0.161,-0.803,0.297,1.047,0.235,-0.025,0.231,-0.040,0.132,0.215
'0:09.175',-0.178,0.070,0.248,0.054,-0.213,0.159,-0.807,0.298,1.038,0.239,-0.025,0.229,-0.043,0.120,0.218
'0:09.176',-0.182,0.066,0.248,0.059,-0.215,0.157,-0.798,0.297,1.038,0.241,-0.025,0.230,-0.043,0.119,0.218
'0:09.177',-0.180,0.062,0.242,0.059,-0.211,0.152,-0.786,0.296,1.045,0.236,-0.025,0.231,-0.041,0.125,0.215
'0:09.178',-0.182,0.057,0.239,0.062,-0.211,0.148,-0.778,0.297,1.052,0.234,-0.027,0.227,-0.041,0.127,0.215
'0:09.179',-0.176,0.062,0.238,0.057,-0.207,0.151,-0.779,0.295,1.054,0.233,-0.028,0.227,-0.039,0.133,0.215
'0:09.180',-0.176,0.066,0.242,0.055,-0.209,0.154,-0.781,0.295,1.054,0.233,-0.030,0.223,-0.040,0.135,0.217
'0:09.181',-0.181,0.062,0.244,0.059,-0.213,0.154,-0.779,0.294,1.054,0.233,-0.031,0.221,-0.038,0.133,0.220
'0:09.182',-0.182,0.063,0.246,0.060,-0.214,0.155,-0.781,0.293,1.054,0.234,-0.031,0.223,-0.036,0.137,0.224
'0:09.183',-0.183,0.058,0.241,0.062,-0.212,0.150,-0.780,0.294,1.056,0.235,-0.029,0.225,-0.035,0.140,0.224
'0:09.184',-0.179,0.061,0.241,0.059,-0.210,0.151,-0.771,0.293,1.062,0.231,-0.030,0.223,-0.034,0.146,0.223
'0:09.185',-0.174,0.065,0.240,0.055,-0.208,0.153,-0.767,0.291,1.069,0.228,-0.032,0.222,-0.032,0.151,0.220
'0:09.186',-0.176,0.067,0.243,0.054,-0.210,0.155,-0.774,0.289,1.069,0.227,-0.033,0.218,-0.033,0.151,0.221
'0:09.187',-0.179,0.070,0.249,0.055,-0.214,0.159,-0.785,0.289,1.060,0.230,-0.035,0.215,-0.035,0.144,0.225
'0:09.188',-0.175,0.074,0.250,0.050,-0.212,0.163,-0.792,0.288,1.052,0.231,-0.034,0.218,-0.035,0.141,0.223
'0:09.189',-0.179,0.070,0.249,0.054,-0.214,0.160,-0.788,0.289,1.050,0.234,-0.032,0.219,-0.037,0.140,0.224
'0:09.190',-0.181,0.065,0.246,0.058,-0.213,0.155,-0.787,0.290,1.050,0.236,-0.030,0.221,-0.037,0.137,0.223
'0:09.191',-0.179,0.065,0.244,0.057,-0.212,0.155,-0.789,0.291,1.052,0.236,-0.028,0.224,-0.036,0.135,0.222
'0:09.192',-0.172,0.068,0.239,0.051,-0.206,0.154,-0.790,0.292,1.052,0.234,-0.025,0.226,-0.036,0.136,0.220
'0:09.193',-0.169,0.073,0.243,0.048,-0.206,0.159,-0.793,0.290,1.051,0.233,-0.028,0.224,-0.037,0.136,0.220
'0:09.194',-0.175,0.069,0.245,0.053,-0.210,0.157,-0.802,0.290,1.043,0.236,-0.026,0.224,-0.040,0.130,0.223
'0:09.195',-0.180,0.067,0.247,0.057,-0.214,0.157,-0.807,0.291,1.034,0.240,-0.028,0.223,-0.042,0.124,0.226
'0:09.196',-0.188,0.059,0.247,0.065,-0.217,0.153,-0.801,0.290,1.034,0.241,-0.030,0.224,-0.040,0.122,0.226
'0:09.197',-0.189,0.055,0.243,0.067,-0.216,0.149,-0.791,0.289,1.040,0.236,-0.029,0.226,-0.036,0.127,0.221
'0:09.198',-0.192,0.051,0.243,0.071,-0.218,0.147,-0.784,0.288,1.045,0.234,-0.033,0.222,-0.037,0.130,0.222
'0:09.199',-0.188,0.054,0.242,0.067,-0.215,0.148,-0.785,0.287,1.048,0.231,-0.033,0.222,-0.035,0.136,0.221
'0:09.200',-0.185,0.061,0.247,0.062,-0.216,0.154,-0.787,0.285,1.048,0.231,-0.034,0.217,-0.036,0.141,0.222
'0:09.201',-0.189,0.060,0.250,0.064,-0.220,0.155,-0.786,0.284,1.045,0.232,-0.035,0.213,-0.035,0.140,0.223
'0:09.202',-0.188,0.062,0.251,0.063,-0.220,0.157,-0.787,0.285,1.045,0.234,-0.035,0.215,-0.034,0.142,0.227
'0:09.203',-0.190,0.058,0.247,0.066,-0.219,0.153,-0.786,0.286,1.048,0.235,-0.033,0.218,-0.034,0.141,0.228
'0:09.204',-0.190,0.058,0.248,0.066,-0.220,0.153,-0.778,0.285,1.054,0.234,-0.035,0.219,-0.032,0.145,0.226
'0:09.205',-0.188,0.060,0.249,0.064,-0.218,0.155,-0.774,0.284,1.062,0.232,-0.037,0.216,-0.030,0.154,0.222
'0:09.206',-0.183,0.065,0.249,0.059,-0.216,0.157,-0.779,0.284,1.061,0.231,-0.038,0.213,-0.033,0.153,0.221
'0:09.207',-0.182,0.071,0.254,0.056,-0.218,0.163,-0.789,0.284,1.052,0.233,-0.037,0.211,-0.036,0.148,0.225
'0:09.208',-0.178,0.076,0.256,0.051,-0.217,0.167,-0.795,0.284,1.047,0.236,-0.037,0.214,-0.036,0.145,0.226
'0:09.209',-0.180,0.072,0.254,0.054,-0.217,0.163,-0.796,0.284,1.045,0.240,-0.036,0.216,-0.036,0.141,0.228
'0:09.210',-0.182,0.069,0.252,0.057,-0.217,0.161,-0.796,0.284,1.044,0.240,-0.033,0.218,-0.036,0.140,0.227
'0:09.211',-0.179,0.067,0.246,0.057,-0.213,0.157,-0.793,0.284,1.042,0.239,-0.031,0.221,-0.036,0.140,0.225
'0:09.212',-0.175,0.068,0.244,0.053,-0.209,0.156,-0.794,0.283,1.041,0.236,-0.029,0.222,-0.037,0.139,0.220
'0:09.213',-0.171,0.073,0.244,0.049,-0.208,0.159,-0.796,0.282,1.038,0.234,-0.031,0.218,-0.037,0.139,0.221
'0:09.214',-0.174,0.069,0.243,0.052,-0.209,0.157,-0.802,0.283,1.030,0.237,-0.031,0.219,-0.041,0.132,0.223
'0:09.215',-0.178,0.068,0.247,0.055,-0.213,0.158,-0.809,0.284,1.024,0.241,-0.029,0.221,-0.043,0.127,0.225
'0:09.216',-0.182,0.063,0.246,0.059,-0.214,0.154,-0.802,0.284,1.024,0.242,-0.029,0.223,-0.041,0.124,0.227
'0:09.217',-0.185,0.059,0.244,0.064,-0.215,0.151,-0.788,0.284,1.030,0.238,-0.029,0.222,-0.038,0.129,0.222
'0:09.218',-0.189,0.053,0.242,0.068,-0.216,0.148,-0.780,0.282,1.035,0.235,-0.030,0.218,-0.037,0.132,0.223
'0:09.219',-0.186,0.056,0.242,0.065,-0.214,0.149,-0.783,0.281,1.038,0.233,-0.032,0.217,-0.037,0.135,0.222
'0:09.220',-0.181,0.063,0.244,0.059,-0.213,0.154,-0.785,0.281,1.038,0.232,-0.034,0.216,-0.036,0.140,0.224
'0:09.221',-0.180,0.067,0.247,0.057,-0.213,0.157,-0.785,0.280,1.038,0.231,-0.036,0.214,-0.036,0.140,0.225
'0:09.222',-0.183,0.066,0.249,0.059,-0.216,0.158,-0.785,0.282,1.038,0.234,-0.037,0.213,-0.036,0.138,0.229
'0:09.223',-0.183,0.062,0.246,0.060,-0.215,0.154,-0.785,0.283,1.041,0.237,-0.035,0.215,-0.035,0.138,0.230
'0:09.224',-0.180,0.065,0.246,0.058,-0.213,0.155,-0.780,0.280,1.046,0.233,-0.036,0.213,-0.034,0.145,0.227
'0:09.225',-0.175,0.069,0.244,0.053,-0.210,0.157,-0.774,0.278,1.052,0.229,-0.039,0.213,-0.030,0.153,0.226
'0:09.226',-0.174,0.071,0.246,0.051,-0.210,0.159,-0.782,0.277,1.048,0.227,-0.041,0.211,-0.030,0.153,0.228
'0:09.227',-0.176,0.073,0.249,0.051,-0.213,0.162,-0.794,0.276,1.037,0.232,-0.043,0.208,-0.034,0.148,0.232
'0:09.228',-0.171,0.082,0.253,0.044,-0.212,0.168,-0.802,0.275,1.032,0.234,-0.042,0.210,-0.037,0.149,0.231
'0:09.229',-0.175,0.077,0.253,0.049,-0.214,0.165,-0.800,0.276,1.030,0.236,-0.041,0.212,-0.038,0.146,0.234
'0:09.230',-0.181,0.070,0.252,0.056,-0.217,0.162,-0.794,0.275,1.030,0.236,-0.040,0.215,-0.037,0.143,0.234
'0:09.231',-0.184,0.067,0.251,0.059,-0.218,0.159,-0.795,0.276,1.030,0.237,-0.036,0.217,-0.036,0.141,0.233
'0:09.232',-0.179,0.067,0.246,0.057,-0.212,0.157,-0.794,0.276,1.030,0.234,-0.035,0.219,-0.036,0.139,0.230
'0:09.233',-0.177,0.072,0.249,0.052,-0.213,0.161,-0.797,0.273,1.028,0.232,-0.037,0.216,-0.036,0.139,0.230
'0:09.234',-0.180,0.069,0.249,0.056,-0.215,0.160,-0.805,0.275,1.022,0.237,-0.035,0.219,-0.038,0.130,0.230
'0:09.235',-0.182,0.067,0.250,0.058,-0.216,0.159,-0.806,0.275,1.016,0.240,-0.035,0.220,-0.041,0.123,0.234
'0:09.236',-0.185,0.062,0.248,0.061,-0.217,0.155,-0.798,0.276,1.015,0.242,-0.034,0.223,-0.039,0.123,0.235
'0:09.237',-0.182,0.059,0.242,0.061,-0.212,0.151,-0.787,0.276,1.023,0.239,-0.033,0.226,-0.035,0.129,0.232
'0:09.238',-0.183,0.055,0.239,0.065,-0.211,0.147,-0.786,0.276,1.028,0.236,-0.034,0.224,-0.033,0.130,0.232
'0:09.239',-0.179,0.059,0.239,0.060,-0.209,0.149,-0.789,0.274,1.030,0.234,-0.035,0.224,-0.032,0.134,0.230
'0:09.240',-0.178,0.064,0.242,0.058,-0.210,0.153,-0.790,0.272,1.028,0.234,-0.037,0.220,-0.033,0.138,0.231
'0:09.241',-0.180,0.064,0.245,0.059,-0.213,0.154,-0.792,0.271,1.026,0.235,-0.041,0.216,-0.034,0.135,0.233
'0:09.242',-0.184,0.061,0.246,0.061,-0.215,0.154,-0.791,0.271,1.028,0.236,-0.041,0.215,-0.033,0.131,0.236
'0:09.243',-0.185,0.057,0.243,0.065,-0.214,0.150,-0.790,0.274,1.032,0.238,-0.037,0.218,-0.033,0.132,0.237
'0:09.244',-0.180,0.062,0.242,0.059,-0.211,0.152,-0.788,0.273,1.038,0.236,-0.037,0.220,-0.029,0.141,0.236
'0:09.245',-0.174,0.067,0.241,0.054,-0.208,0.154,-0.784,0.272,1.047,0.232,-0.038,0.220,-0.025,0.147,0.233
'0:09.246',-0.172,0.070,0.242,0.051,-0.207,0.156,-0.789,0.270,1.046,0.231,-0.041,0.216,-0.025,0.146,0.234
'0:09.247',-0.174,0.072,0.247,0.051,-0.210,0.160,-0.799,0.269,1.034,0.236,-0.042,0.214,-0.025,0.141,0.239
'0:09.248',-0.171,0.080,0.250,0.045,-0.210,0.165,-0.807,0.270,1.028,0.238,-0.042,0.217,-0.026,0.138,0.240
'0:09.249',-0.178,0.070,0.249,0.053,-0.213,0.160,-0.807,0.269,1.027,0.239,-0.042,0.215,-0.028,0.132,0.241
'0:09.250',-0.182,0.063,0.246,0.059,-0.214,0.154,-0.804,0.268,1.025,0.238,-0.042,0.215,-0.029,0.129,0.240
'0:09.251',-0.182,0.060,0.242,0.060,-0.212,0.152,-0.805,0.269,1.026,0.239,-0.039,0.219,-0.029,0.129,0.238
'0:09.252',-0.179,0.061,0.241,0.059,-0.210,0.151,-0.807,0.268,1.024,0.237,-0.038,0.220,-0.029,0.129,0.236
'0:09.253',-0.175,0.070,0.245,0.052,-0.210,0.158,-0.809,0.265,1.022,0.237,-0.041,0.217,-0.030,0.128,0.235
'0:09.254',-0.180,0.064,0.244,0.058,-0.212,0.154,-0.816,0.266,1.012,0.241,-0.040,0.218,-0.032,0.121,0.236
'0:09.255',-0.184,0.060,0.244,0.062,-0.214,0.152,-0.821,0.267,1.000,0.245,-0.040,0.220,-0.033,0.115,0.240
'0:09.256',-0.189,0.053,0.243,0.068,-0.216,0.148,-0.814,0.267,1.002,0.246,-0.037,0.222,-0.032,0.113,0.240
'0:09.257',-0.190,0.048,0.238,0.071,-0.214,0.143,-0.799,0.267,1.012,0.242,-0.038,0.223,-0.030,0.117,0.236
'0:09.258',-0.190,0.044,0.234,0.073,-0.212,0.139,-0.795,0.265,1.018,0.240,-0.040,0.220,-0.027,0.120,0.238
'0:09.259',-0.184,0.046,0.231,0.069,-0.208,0.139,-0.799,0.263,1.019,0.237,-0.043,0.219,-0.026,0.125,0.238
'0:09.260',-0.180,0.052,0.234,0.064,-0.207,0.143,-0.801,0.262,1.020,0.236,-0.045,0.218,-0.026,0.129,0.240
'0:09.261',-0.182,0.052,0.235,0.065,-0.209,0.144,-0.802,0.260,1.020,0.235,-0.047,0.214,-0.026,0.130,0.242
'0:09.262',-0.186,0.051,0.237,0.068,-0.211,0.144,-0.802,0.260,1.020,0.236,-0.049,0.212,-0.027,0.128,0.245
'0:09.263',-0.189,0.045,0.234,0.072,-0.211,0.140,-0.797,0.262,1.024,0.238,-0.043,0.217,-0.025,0.127,0.245
'0:09.264',-0.184,0.048,0.233,0.068,-0.208,0.141,-0.790,0.261,1.030,0.236,-0.043,0.216,-0.023,0.134,0.244
'0:09.265',-0.176,0.054,0.231,0.061,-0.204,0.142,-0.788,0.261,1.038,0.233,-0.043,0.216,-0.019,0.144,0.242
'0:09.266',-0.178,0.059,0.237,0.059,-0.208,0.148,-0.793,0.262,1.037,0.233,-0.044,0.214,-0.019,0.146,0.243
'0:09.267',-0.179,0.061,0.242,0.059,-0.211,0.152,-0.808,0.261,1.027,0.234,-0.046,0.211,-0.023,0.139,0.247
'0:09.268',-0.176,0.066,0.242,0.056,-0.209,0.154,-0.819,0.258,1.018,0.233,-0.047,0.214,-0.021,0.135,0.247
'0:09.269',-0.183,0.059,0.242,0.062,-0.213,0.151,-0.819,0.258,1.014,0.236,-0.048,0.213,-0.021,0.129,0.251
'0:09.270',-0.184,0.054,0.239,0.065,-0.212,0.147,-0.816,0.259,1.013,0.236,-0.046,0.213,-0.022,0.128,0.250
