'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:08.846',-0.049,-0.126,-0.077,0.087,0.015,-0.102,-0.014,0.041,0.029,-0.096,-0.220,-0.124,-0.150,-0.119,0.018
'0:08.847',-0.043,-0.135,-0.091,0.089,0.024,-0.113,-0.011,0.045,0.037,-0.090,-0.216,-0.119,-0.149,-0.127,0.019
'0:08.848',-0.037,-0.124,-0.086,0.081,0.025,-0.105,-0.012,0.049,0.038,-0.089,-0.217,-0.121,-0.147,-0.117,0.020
'0:08.849',-0.034,-0.122,-0.088,0.078,0.028,-0.105,-0.013,0.049,0.041,-0.087,-0.217,-0.123,-0.147,-0.117,0.018
'0:08.850',-0.039,-0.124,-0.085,0.082,0.023,-0.104,-0.010,0.050,0.044,-0.086,-0.216,-0.122,-0.147,-0.121,0.015
'0:08.851',-0.035,-0.117,-0.081,0.076,0.023,-0.099,-0.015,0.051,0.042,-0.087,-0.216,-0.121,-0.146,-0.118,0.014
'0:08.852',-0.029,-0.106,-0.077,0.068,0.025,-0.092,-0.017,0.051,0.044,-0.085,-0.212,-0.118,-0.143,-0.119,0.011
'0:08.853',-0.026,-0.102,-0.076,0.064,0.025,-0.089,-0.013,0.051,0.047,-0.082,-0.211,-0.118,-0.142,-0.121,0.011
'0:08.854',-0.033,-0.117,-0.083,0.074,0.025,-0.100,-0.016,0.051,0.049,-0.081,-0.213,-0.118,-0.141,-0.118,0.013
'0:08.855',-0.038,-0.118,-0.080,0.077,0.021,-0.099,-0.014,0.055,0.053,-0.081,-0.210,-0.119,-0.142,-0.114,0.014
'0:08.856',-0.033,-0.110,-0.077,0.070,0.022,-0.093,-0.015,0.057,0.056,-0.079,-0.210,-0.119,-0.141,-0.117,0.014
'0:08.857',-0.026,-0.097,-0.070,0.061,0.021,-0.083,-0.017,0.057,0.058,-0.075,-0.208,-0.116,-0.137,-0.104,0.009
'0:08.858',-0.021,-0.092,-0.070,0.056,0.025,-0.081,-0.019,0.056,0.058,-0.076,-0.211,-0.117,-0.136,-0.101,0.009
'0:08.859',-0.025,-0.104,-0.079,0.065,0.027,-0.092,-0.025,0.054,0.058,-0.079,-0.215,-0.119,-0.134,-0.108,0.011
'0:08.860',-0.025,-0.112,-0.086,0.068,0.032,-0.100,-0.024,0.059,0.061,-0.076,-0.214,-0.119,-0.131,-0.112,0.013
'0:08.861',-0.027,-0.122,-0.094,0.074,0.034,-0.108,-0.021,0.062,0.066,-0.073,-0.213,-0.121,-0.133,-0.114,0.016
'0:08.862',-0.032,-0.128,-0.097,0.080,0.033,-0.113,-0.017,0.068,0.071,-0.071,-0.209,-0.119,-0.132,-0.115,0.013
'0:08.863',-0.023,-0.133,-0.110,0.078,0.043,-0.121,-0.018,0.066,0.071,-0.071,-0.213,-0.122,-0.130,-0.129,0.015
'0:08.864',-0.023,-0.141,-0.117,0.082,0.048,-0.130,-0.026,0.065,0.071,-0.071,-0.217,-0.127,-0.132,-0.129,0.015
'0:08.865',-0.019,-0.129,-0.109,0.073,0.045,-0.118,-0.018,0.075,0.081,-0.064,-0.212,-0.119,-0.128,-0.121,0.011
'0:08.866',-0.015,-0.127,-0.113,0.070,0.050,-0.119,-0.017,0.076,0.086,-0.061,-0.210,-0.119,-0.126,-0.127,0.011
'0:08.867',-0.011,-0.139,-0.128,0.074,0.059,-0.133,-0.018,0.079,0.088,-0.060,-0.212,-0.122,-0.127,-0.139,0.015
'0:08.868',-0.008,-0.134,-0.126,0.071,0.059,-0.130,-0.013,0.087,0.096,-0.056,-0.211,-0.119,-0.126,-0.141,0.015
'0:08.869',-0.009,-0.138,-0.129,0.073,0.060,-0.134,-0.015,0.085,0.099,-0.053,-0.209,-0.118,-0.126,-0.137,0.016
'0:08.870',0.001,-0.136,-0.137,0.068,0.069,-0.137,-0.017,0.082,0.099,-0.053,-0.211,-0.118,-0.126,-0.139,0.017
'0:08.871',0.004,-0.131,-0.134,0.063,0.070,-0.133,-0.011,0.095,0.108,-0.044,-0.202,-0.112,-0.121,-0.131,0.013
'0:08.872',0.009,-0.126,-0.134,0.058,0.071,-0.130,-0.012,0.095,0.111,-0.043,-0.202,-0.108,-0.116,-0.136,0.012
'0:08.873',0.015,-0.114,-0.128,0.049,0.072,-0.121,-0.015,0.097,0.115,-0.043,-0.204,-0.106,-0.114,-0.139,0.013
'0:08.874',0.009,-0.120,-0.129,0.056,0.070,-0.124,-0.015,0.102,0.119,-0.038,-0.201,-0.106,-0.115,-0.137,0.012
'0:08.875',0.009,-0.132,-0.141,0.061,0.075,-0.136,-0.013,0.102,0.124,-0.034,-0.200,-0.104,-0.114,-0.141,0.013
'0:08.876',0.013,-0.128,-0.141,0.057,0.077,-0.134,-0.011,0.109,0.129,-0.032,-0.199,-0.104,-0.111,-0.137,0.011
'0:08.877',0.013,-0.122,-0.136,0.054,0.075,-0.129,-0.017,0.105,0.126,-0.033,-0.201,-0.106,-0.108,-0.134,0.008
'0:08.878',0.009,-0.140,-0.148,0.065,0.080,-0.144,-0.015,0.108,0.132,-0.030,-0.196,-0.102,-0.105,-0.141,0.009
'0:08.879',0.011,-0.146,-0.157,0.067,0.085,-0.151,-0.015,0.112,0.139,-0.026,-0.194,-0.099,-0.102,-0.139,0.009
'0:08.880',0.019,-0.129,-0.147,0.054,0.084,-0.138,-0.019,0.112,0.140,-0.026,-0.199,-0.101,-0.098,-0.124,0.011
'0:08.881',0.022,-0.126,-0.147,0.051,0.086,-0.137,-0.022,0.114,0.141,-0.028,-0.202,-0.104,-0.094,-0.130,0.015
'0:08.882',0.029,-0.128,-0.156,0.050,0.092,-0.142,-0.025,0.114,0.144,-0.026,-0.203,-0.104,-0.093,-0.133,0.018
'0:08.883',0.029,-0.139,-0.168,0.055,0.099,-0.153,-0.026,0.116,0.148,-0.024,-0.203,-0.104,-0.092,-0.140,0.020
'0:08.884',0.025,-0.148,-0.172,0.061,0.099,-0.160,-0.022,0.122,0.157,-0.019,-0.197,-0.101,-0.090,-0.145,0.020
'0:08.885',0.030,-0.142,-0.172,0.056,0.102,-0.157,-0.017,0.128,0.164,-0.014,-0.196,-0.099,-0.088,-0.141,0.017
'0:08.886',0.030,-0.148,-0.178,0.059,0.104,-0.164,-0.017,0.130,0.166,-0.011,-0.194,-0.100,-0.087,-0.150,0.016
'0:08.887',0.033,-0.153,-0.186,0.060,0.110,-0.170,-0.017,0.136,0.174,-0.007,-0.192,-0.098,-0.084,-0.158,0.018
'0:08.888',0.043,-0.148,-0.191,0.053,0.117,-0.170,-0.016,0.139,0.179,-0.004,-0.192,-0.096,-0.082,-0.163,0.015
'0:08.889',0.046,-0.156,-0.202,0.055,0.124,-0.178,-0.011,0.145,0.187,0.003,-0.186,-0.094,-0.083,-0.166,0.015
'0:08.890',0.047,-0.167,-0.212,0.059,0.130,-0.190,-0.013,0.148,0.191,0.006,-0.185,-0.092,-0.080,-0.167,0.015
'0:08.891',0.050,-0.157,-0.205,0.053,0.128,-0.181,-0.017,0.146,0.194,0.007,-0.186,-0.091,-0.077,-0.159,0.011
'0:08.892',0.058,-0.141,-0.198,0.041,0.128,-0.169,-0.012,0.154,0.202,0.014,-0.182,-0.088,-0.077,-0.151,0.009
'0:08.893',0.062,-0.147,-0.208,0.043,0.136,-0.177,-0.010,0.159,0.209,0.019,-0.178,-0.083,-0.073,-0.158,0.009
'0:08.894',0.070,-0.152,-0.221,0.042,0.145,-0.186,-0.009,0.163,0.214,0.025,-0.173,-0.080,-0.070,-0.168,0.009
'0:08.895',0.075,-0.153,-0.228,0.039,0.151,-0.191,-0.009,0.168,0.220,0.028,-0.173,-0.079,-0.068,-0.166,0.011
'0:08.896',0.074,-0.158,-0.232,0.042,0.153,-0.195,-0.013,0.169,0.224,0.030,-0.173,-0.079,-0.063,-0.167,0.011
'0:08.897',0.070,-0.159,-0.228,0.044,0.149,-0.194,-0.015,0.167,0.226,0.034,-0.173,-0.077,-0.060,-0.172,0.009
'0:08.898',0.067,-0.162,-0.228,0.048,0.147,-0.195,-0.018,0.168,0.228,0.034,-0.175,-0.077,-0.058,-0.171,0.008
'0:08.899',0.079,-0.149,-0.227,0.035,0.153,-0.188,-0.020,0.172,0.233,0.035,-0.174,-0.076,-0.058,-0.162,0.007
'0:08.900',0.090,-0.146,-0.236,0.028,0.164,-0.191,-0.019,0.176,0.237,0.039,-0.173,-0.075,-0.056,-0.159,0.009
'0:08.901',0.090,-0.161,-0.251,0.035,0.171,-0.205,-0.015,0.181,0.244,0.043,-0.171,-0.074,-0.054,-0.172,0.013
'0:08.902',0.092,-0.167,-0.259,0.037,0.175,-0.212,-0.014,0.186,0.254,0.047,-0.169,-0.071,-0.053,-0.179,0.014
'0:08.903',0.097,-0.166,-0.262,0.035,0.179,-0.214,-0.022,0.181,0.252,0.046,-0.174,-0.075,-0.052,-0.179,0.016
'0:08.904',0.098,-0.157,-0.255,0.029,0.176,-0.206,-0.021,0.182,0.253,0.046,-0.175,-0.077,-0.050,-0.171,0.017
'0:08.905',0.103,-0.148,-0.251,0.022,0.177,-0.200,-0.018,0.194,0.263,0.052,-0.173,-0.072,-0.046,-0.162,0.013
'0:08.906',0.109,-0.156,-0.265,0.023,0.187,-0.210,-0.019,0.197,0.266,0.054,-0.170,-0.069,-0.043,-0.171,0.015
'0:08.907',0.112,-0.164,-0.275,0.026,0.194,-0.220,-0.019,0.197,0.269,0.058,-0.171,-0.070,-0.041,-0.182,0.018
'0:08.908',0.111,-0.171,-0.281,0.029,0.196,-0.226,-0.013,0.204,0.279,0.063,-0.171,-0.070,-0.041,-0.193,0.019
'0:08.909',0.118,-0.175,-0.293,0.029,0.206,-0.234,-0.010,0.210,0.286,0.069,-0.169,-0.067,-0.040,-0.200,0.019
'0:08.910',0.117,-0.173,-0.289,0.028,0.203,-0.232,-0.018,0.209,0.286,0.069,-0.171,-0.068,-0.037,-0.191,0.018
'0:08.911',0.117,-0.167,-0.284,0.025,0.201,-0.226,-0.013,0.212,0.292,0.072,-0.168,-0.066,-0.035,-0.185,0.016
'0:08.912',0.130,-0.161,-0.289,0.015,0.209,-0.225,-0.018,0.212,0.297,0.078,-0.164,-0.060,-0.028,-0.189,0.015
'0:08.913',0.130,-0.160,-0.289,0.015,0.209,-0.225,-0.026,0.212,0.297,0.078,-0.162,-0.061,-0.025,-0.181,0.013
'0:08.914',0.128,-0.165,-0.292,0.018,0.210,-0.229,-0.021,0.216,0.303,0.081,-0.163,-0.062,-0.025,-0.179,0.015
'0:08.915',0.128,-0.170,-0.296,0.021,0.212,-0.233,-0.023,0.218,0.306,0.083,-0.166,-0.067,-0.025,-0.179,0.018
'0:08.916',0.124,-0.169,-0.292,0.022,0.208,-0.231,-0.028,0.215,0.304,0.081,-0.170,-0.069,-0.023,-0.178,0.015
'0:08.917',0.125,-0.166,-0.290,0.020,0.207,-0.228,-0.029,0.212,0.305,0.082,-0.172,-0.070,-0.021,-0.178,0.013
'0:08.918',0.134,-0.162,-0.294,0.013,0.214,-0.228,-0.029,0.217,0.311,0.086,-0.167,-0.068,-0.019,-0.176,0.011
'0:08.919',0.137,-0.159,-0.294,0.011,0.215,-0.226,-0.026,0.221,0.318,0.091,-0.165,-0.062,-0.019,-0.182,0.011
'0:08.920',0.143,-0.154,-0.296,0.005,0.220,-0.226,-0.019,0.229,0.325,0.098,-0.165,-0.061,-0.018,-0.184,0.013
'0:08.921',0.163,-0.150,-0.312,-0.006,0.237,-0.231,-0.017,0.234,0.331,0.100,-0.164,-0.057,-0.016,-0.196,0.015
'0:08.922',0.161,-0.159,-0.320,-0.002,0.240,-0.239,-0.016,0.235,0.335,0.101,-0.165,-0.060,-0.016,-0.201,0.021
'0:08.923',0.157,-0.169,-0.325,0.006,0.241,-0.247,-0.015,0.239,0.338,0.103,-0.166,-0.061,-0.015,-0.189,0.022
'0:08.924',0.153,-0.171,-0.324,0.009,0.239,-0.247,-0.018,0.239,0.340,0.105,-0.165,-0.059,-0.009,-0.186,0.021
'0:08.925',0.149,-0.174,-0.323,0.013,0.236,-0.248,-0.021,0.239,0.344,0.109,-0.162,-0.058,-0.004,-0.192,0.019
'0:08.926',0.154,-0.181,-0.335,0.013,0.244,-0.258,-0.021,0.241,0.345,0.109,-0.162,-0.055,-0.003,-0.205,0.017
'0:08.927',0.143,-0.198,-0.341,0.027,0.242,-0.270,-0.021,0.242,0.346,0.106,-0.166,-0.060,-0.003,-0.212,0.018
'0:08.928',0.146,-0.202,-0.348,0.028,0.248,-0.275,-0.019,0.245,0.351,0.111,-0.165,-0.058,-0.001,-0.214,0.021
'0:08.929',0.165,-0.189,-0.353,0.012,0.260,-0.271,-0.015,0.253,0.359,0.119,-0.158,-0.050,0.004,-0.217,0.021
'0:08.930',0.167,-0.185,-0.351,0.009,0.260,-0.268,-0.013,0.257,0.363,0.120,-0.156,-0.049,0.003,-0.215,0.018
'0:08.931',0.166,-0.181,-0.346,0.007,0.257,-0.264,-0.013,0.255,0.363,0.121,-0.155,-0.046,0.004,-0.216,0.016
'0:08.932',0.164,-0.186,-0.349,0.011,0.257,-0.268,-0.013,0.258,0.367,0.124,-0.152,-0.040,0.007,-0.216,0.014
'0:08.933',0.165,-0.189,-0.353,0.011,0.260,-0.271,-0.009,0.261,0.371,0.129,-0.149,-0.035,0.009,-0.212,0.011
'0:08.934',0.176,-0.185,-0.361,0.004,0.269,-0.274,-0.006,0.267,0.380,0.138,-0.142,-0.031,0.012,-0.220,0.010
'0:08.935',0.178,-0.189,-0.366,0.005,0.273,-0.278,-0.009,0.269,0.382,0.134,-0.143,-0.035,0.011,-0.225,0.015
'0:08.936',0.176,-0.179,-0.355,0.002,0.266,-0.268,-0.018,0.260,0.377,0.131,-0.148,-0.037,0.015,-0.215,0.015
'0:08.937',0.177,-0.174,-0.351,-0.002,0.265,-0.263,-0.017,0.261,0.380,0.134,-0.148,-0.037,0.018,-0.208,0.013
'0:08.938',0.169,-0.177,-0.345,0.004,0.258,-0.262,-0.021,0.260,0.378,0.132,-0.151,-0.040,0.020,-0.203,0.013
'0:08.939',0.177,-0.171,-0.348,-0.004,0.263,-0.260,-0.025,0.257,0.378,0.134,-0.151,-0.036,0.024,-0.198,0.011
'0:08.940',0.183,-0.167,-0.350,-0.009,0.268,-0.259,-0.024,0.262,0.382,0.137,-0.151,-0.038,0.023,-0.196,0.011
'0:08.941',0.174,-0.177,-0.351,0.001,0.263,-0.264,-0.019,0.266,0.386,0.138,-0.152,-0.041,0.019,-0.205,0.013
'0:08.942',0.180,-0.185,-0.365,0.002,0.274,-0.276,-0.014,0.272,0.394,0.143,-0.149,-0.037,0.021,-0.216,0.017
'0:08.943',0.187,-0.193,-0.379,0.003,0.283,-0.286,-0.013,0.277,0.400,0.148,-0.147,-0.035,0.024,-0.220,0.019
'0:08.944',0.188,-0.195,-0.383,0.003,0.285,-0.289,-0.011,0.278,0.402,0.148,-0.146,-0.033,0.024,-0.224,0.021
'0:08.945',0.195,-0.181,-0.375,-0.007,0.285,-0.278,-0.017,0.272,0.400,0.148,-0.147,-0.032,0.028,-0.222,0.018
'0:08.946',0.193,-0.191,-0.383,-0.001,0.287,-0.286,-0.014,0.276,0.404,0.152,-0.146,-0.031,0.026,-0.225,0.018
'0:08.947',0.189,-0.214,-0.403,0.013,0.296,-0.308,-0.006,0.286,0.411,0.159,-0.140,-0.025,0.026,-0.239,0.021
'0:08.948',0.192,-0.216,-0.408,0.012,0.300,-0.312,-0.005,0.287,0.415,0.162,-0.141,-0.024,0.028,-0.234,0.023
'0:08.949',0.192,-0.222,-0.413,0.015,0.302,-0.317,-0.004,0.289,0.417,0.161,-0.142,-0.025,0.028,-0.231,0.025
'0:08.950',0.195,-0.226,-0.419,0.015,0.307,-0.323,-0.001,0.292,0.417,0.167,-0.138,-0.020,0.029,-0.245,0.024
'0:08.951',0.196,-0.202,-0.397,0.003,0.297,-0.299,-0.009,0.285,0.413,0.163,-0.140,-0.024,0.031,-0.234,0.021
'0:08.952',0.202,-0.178,-0.380,-0.013,0.291,-0.279,-0.019,0.277,0.407,0.157,-0.145,-0.030,0.031,-0.220,0.018
'0:08.953',0.198,-0.179,-0.376,-0.009,0.287,-0.278,-0.018,0.276,0.406,0.155,-0.147,-0.029,0.031,-0.217,0.016
'0:08.954',0.190,-0.190,-0.379,-0.001,0.284,-0.284,-0.014,0.278,0.406,0.157,-0.144,-0.027,0.032,-0.218,0.015
'0:08.955',0.191,-0.201,-0.391,0.005,0.291,-0.296,-0.013,0.275,0.405,0.158,-0.143,-0.028,0.028,-0.234,0.018
'0:08.956',0.194,-0.197,-0.390,0.002,0.292,-0.293,-0.015,0.274,0.405,0.158,-0.145,-0.029,0.029,-0.236,0.015
'0:08.957',0.193,-0.188,-0.381,-0.003,0.287,-0.284,-0.021,0.271,0.401,0.158,-0.143,-0.031,0.031,-0.220,0.011
'0:08.958',0.185,-0.190,-0.375,0.002,0.281,-0.282,-0.026,0.265,0.394,0.151,-0.145,-0.032,0.032,-0.208,0.011
'0:08.959',0.181,-0.190,-0.370,0.004,0.276,-0.280,-0.024,0.264,0.390,0.150,-0.144,-0.031,0.031,-0.207,0.009
'0:08.960',0.182,-0.178,-0.360,-0.002,0.272,-0.269,-0.021,0.262,0.391,0.152,-0.141,-0.029,0.029,-0.205,0.007
'0:08.961',0.189,-0.177,-0.365,-0.006,0.278,-0.272,-0.019,0.264,0.392,0.155,-0.142,-0.029,0.028,-0.209,0.013
'0:08.962',0.184,-0.191,-0.374,0.003,0.280,-0.282,-0.015,0.264,0.389,0.155,-0.140,-0.028,0.026,-0.215,0.014
'0:08.963',0.180,-0.189,-0.369,0.004,0.275,-0.279,-0.013,0.262,0.385,0.151,-0.140,-0.029,0.025,-0.211,0.015
'0:08.964',0.176,-0.190,-0.365,0.006,0.271,-0.278,-0.015,0.255,0.377,0.146,-0.143,-0.034,0.022,-0.210,0.017
'0:08.965',0.178,-0.189,-0.366,0.004,0.273,-0.277,-0.017,0.249,0.372,0.146,-0.139,-0.029,0.024,-0.213,0.015
'0:08.966',0.182,-0.181,-0.363,-0.001,0.273,-0.272,-0.012,0.254,0.374,0.150,-0.133,-0.022,0.025,-0.215,0.016
'0:08.967',0.182,-0.178,-0.359,-0.002,0.271,-0.269,-0.011,0.254,0.370,0.147,-0.134,-0.024,0.021,-0.209,0.021
'0:08.968',0.185,-0.172,-0.357,-0.007,0.272,-0.265,-0.012,0.247,0.365,0.146,-0.132,-0.024,0.019,-0.203,0.025
'0:08.969',0.178,-0.180,-0.358,0.001,0.269,-0.270,-0.007,0.246,0.360,0.145,-0.129,-0.021,0.019,-0.203,0.024
'0:08.970',0.174,-0.192,-0.365,0.009,0.270,-0.279,-0.011,0.236,0.351,0.141,-0.130,-0.021,0.018,-0.203,0.022
'0:08.971',0.162,-0.190,-0.351,0.013,0.257,-0.271,-0.010,0.234,0.348,0.141,-0.129,-0.020,0.015,-0.202,0.020
'0:08.972',0.151,-0.179,-0.330,0.015,0.240,-0.255,-0.005,0.233,0.340,0.137,-0.129,-0.019,0.012,-0.204,0.017
'0:08.973',0.147,-0.162,-0.307,0.007,0.228,-0.234,-0.014,0.219,0.326,0.127,-0.134,-0.025,0.007,-0.185,0.015
'0:08.974',0.147,-0.152,-0.299,0.002,0.224,-0.226,-0.017,0.213,0.316,0.120,-0.133,-0.027,0.007,-0.173,0.013
'0:08.975',0.146,-0.155,-0.300,0.004,0.224,-0.228,-0.013,0.206,0.308,0.119,-0.131,-0.025,0.004,-0.181,0.016
'0:08.976',0.141,-0.155,-0.295,0.006,0.218,-0.225,-0.010,0.204,0.304,0.116,-0.136,-0.028,-0.004,-0.184,0.015
'0:08.977',0.144,-0.141,-0.285,-0.002,0.215,-0.213,-0.017,0.195,0.291,0.107,-0.141,-0.030,-0.004,-0.173,0.015
'0:08.978',0.138,-0.126,-0.264,-0.006,0.201,-0.195,-0.021,0.187,0.281,0.102,-0.140,-0.030,-0.005,-0.153,0.015
'0:08.979',0.123,-0.134,-0.257,0.005,0.190,-0.196,-0.021,0.182,0.273,0.098,-0.136,-0.031,-0.006,-0.150,0.015
'0:08.980',0.114,-0.148,-0.262,0.017,0.188,-0.205,-0.025,0.171,0.259,0.088,-0.141,-0.035,-0.013,-0.152,0.015
'0:08.981',0.112,-0.150,-0.262,0.019,0.187,-0.206,-0.019,0.169,0.253,0.083,-0.142,-0.038,-0.015,-0.158,0.013
'0:08.982',0.097,-0.156,-0.253,0.029,0.174,-0.204,-0.013,0.166,0.245,0.080,-0.141,-0.038,-0.020,-0.163,0.012
'0:08.983',0.091,-0.159,-0.249,0.034,0.171,-0.204,-0.015,0.160,0.235,0.072,-0.145,-0.042,-0.027,-0.156,0.012
'0:08.984',0.087,-0.158,-0.245,0.035,0.167,-0.202,-0.015,0.152,0.226,0.065,-0.148,-0.044,-0.029,-0.155,0.012
'0:08.985',0.080,-0.156,-0.235,0.038,0.158,-0.196,-0.021,0.142,0.211,0.057,-0.152,-0.045,-0.032,-0.155,0.008
'0:08.986',0.073,-0.154,-0.228,0.040,0.151,-0.192,-0.019,0.136,0.202,0.051,-0.153,-0.047,-0.036,-0.150,0.009
'0:08.987',0.071,-0.150,-0.221,0.039,0.146,-0.185,-0.018,0.133,0.195,0.045,-0.155,-0.050,-0.043,-0.155,0.011
'0:08.988',0.073,-0.144,-0.217,0.035,0.146,-0.181,-0.019,0.127,0.185,0.038,-0.160,-0.054,-0.046,-0.155,0.012
'0:08.989',0.064,-0.146,-0.209,0.041,0.137,-0.177,-0.016,0.123,0.176,0.033,-0.162,-0.056,-0.051,-0.150,0.013
'0:08.990',0.063,-0.139,-0.202,0.038,0.133,-0.171,-0.017,0.117,0.168,0.029,-0.161,-0.055,-0.055,-0.152,0.012
'0:08.991',0.065,-0.120,-0.184,0.028,0.125,-0.152,-0.018,0.107,0.158,0.025,-0.161,-0.056,-0.058,-0.139,0.010
'0:08.992',0.060,-0.104,-0.164,0.021,0.113,-0.134,-0.025,0.099,0.145,0.017,-0.164,-0.059,-0.060,-0.130,0.009
'0:08.993',0.051,-0.103,-0.154,0.026,0.103,-0.129,-0.025,0.095,0.136,0.011,-0.164,-0.060,-0.063,-0.126,0.007
'0:08.994',0.046,-0.114,-0.159,0.034,0.102,-0.136,-0.020,0.092,0.130,0.008,-0.161,-0.057,-0.065,-0.123,0.009
'0:08.995',0.038,-0.128,-0.166,0.044,0.102,-0.146,-0.017,0.088,0.123,0.004,-0.162,-0.057,-0.070,-0.128,0.013
'0:08.996',0.030,-0.131,-0.161,0.050,0.096,-0.145,-0.015,0.084,0.116,-0.002,-0.164,-0.059,-0.075,-0.121,0.013
'0:08.997',0.026,-0.117,-0.142,0.045,0.085,-0.129,-0.021,0.074,0.102,-0.009,-0.165,-0.062,-0.077,-0.109,0.013
'0:08.998',0.023,-0.102,-0.124,0.039,0.074,-0.113,-0.024,0.065,0.092,-0.018,-0.170,-0.066,-0.081,-0.104,0.015
'0:08.999',0.028,-0.095,-0.121,0.034,0.075,-0.108,-0.028,0.058,0.083,-0.025,-0.174,-0.069,-0.084,-0.103,0.015
'0:09.000',0.025,-0.086,-0.111,0.030,0.068,-0.098,-0.029,0.054,0.074,-0.029,-0.175,-0.073,-0.086,-0.092,0.018
'0:09.001',0.014,-0.093,-0.106,0.039,0.060,-0.100,-0.027,0.052,0.068,-0.038,-0.180,-0.077,-0.093,-0.097,0.022
'0:09.002',0.008,-0.101,-0.108,0.046,0.059,-0.104,-0.029,0.044,0.060,-0.045,-0.182,-0.081,-0.097,-0.103,0.025
'0:09.003',0.005,-0.100,-0.105,0.048,0.056,-0.102,-0.028,0.044,0.056,-0.049,-0.180,-0.081,-0.098,-0.100,0.025
'0:09.004',0.002,-0.110,-0.112,0.053,0.057,-0.111,-0.025,0.042,0.050,-0.050,-0.177,-0.079,-0.102,-0.108,0.028
'0:09.005',0.005,-0.098,-0.103,0.046,0.054,-0.101,-0.021,0.039,0.047,-0.050,-0.173,-0.074,-0.102,-0.098,0.029
'0:09.006',0.007,-0.088,-0.095,0.040,0.051,-0.091,-0.023,0.037,0.043,-0.054,-0.174,-0.073,-0.102,-0.085,0.032
'0:09.007',0.004,-0.091,-0.095,0.043,0.050,-0.092,-0.032,0.030,0.033,-0.061,-0.177,-0.079,-0.105,-0.084,0.033
'0:09.008',-0.007,-0.098,-0.090,0.052,0.042,-0.094,-0.028,0.025,0.026,-0.066,-0.178,-0.082,-0.108,-0.084,0.032
'0:09.009',-0.009,-0.102,-0.092,0.056,0.042,-0.097,-0.022,0.026,0.025,-0.065,-0.176,-0.080,-0.110,-0.095,0.031
'0:09.010',-0.006,-0.104,-0.099,0.055,0.046,-0.102,-0.021,0.027,0.024,-0.065,-0.174,-0.078,-0.113,-0.106,0.029
'0:09.011',-0.009,-0.102,-0.092,0.055,0.043,-0.097,-0.025,0.018,0.016,-0.071,-0.178,-0.079,-0.113,-0.103,0.029
'0:09.012',-0.015,-0.096,-0.080,0.055,0.033,-0.088,-0.029,0.013,0.009,-0.077,-0.179,-0.081,-0.113,-0.091,0.024
'0:09.013',-0.019,-0.094,-0.073,0.057,0.027,-0.084,-0.033,0.007,0.002,-0.082,-0.182,-0.083,-0.113,-0.086,0.018
'0:09.014',-0.025,-0.081,-0.055,0.052,0.015,-0.068,-0.040,-0.004,-0.011,-0.091,-0.191,-0.089,-0.116,-0.085,0.018
'0:09.015',-0.029,-0.084,-0.054,0.056,0.013,-0.069,-0.035,-0.002,-0.013,-0.096,-0.196,-0.097,-0.124,-0.088,0.020
'0:09.016',-0.028,-0.090,-0.062,0.059,0.017,-0.076,-0.036,-0.006,-0.017,-0.095,-0.196,-0.094,-0.124,-0.086,0.021
'0:09.017',-0.041,-0.091,-0.051,0.066,0.005,-0.071,-0.037,-0.011,-0.022,-0.099,-0.196,-0.095,-0.124,-0.084,0.016
'0:09.018',-0.046,-0.087,-0.041,0.067,-0.003,-0.064,-0.035,-0.008,-0.022,-0.100,-0.196,-0.095,-0.125,-0.083,0.015
'0:09.019',-0.041,-0.088,-0.048,0.064,0.004,-0.069,-0.040,-0.013,-0.027,-0.102,-0.196,-0.096,-0.126,-0.081,0.017
'0:09.020',-0.048,-0.096,-0.048,0.071,0.001,-0.072,-0.040,-0.018,-0.033,-0.106,-0.198,-0.100,-0.129,-0.080,0.018
'0:09.021',-0.050,-0.095,-0.044,0.072,-0.003,-0.070,-0.042,-0.019,-0.036,-0.107,-0.196,-0.100,-0.129,-0.079,0.019
'0:09.022',-0.046,-0.099,-0.052,0.072,0.003,-0.075,-0.038,-0.015,-0.034,-0.112,-0.203,-0.101,-0.130,-0.079,0.026
'0:09.023',-0.049,-0.102,-0.053,0.075,0.003,-0.078,-0.037,-0.021,-0.038,-0.117,-0.207,-0.103,-0.133,-0.080,0.028
'0:09.024',-0.044,-0.102,-0.057,0.073,0.006,-0.079,-0.039,-0.021,-0.040,-0.117,-0.203,-0.102,-0.133,-0.082,0.028
'0:09.025',-0.043,-0.092,-0.049,0.067,0.004,-0.070,-0.035,-0.017,-0.038,-0.115,-0.199,-0.099,-0.134,-0.075,0.026
'0:09.026',-0.035,-0.079,-0.043,0.057,0.004,-0.060,-0.035,-0.020,-0.041,-0.115,-0.198,-0.099,-0.137,-0.076,0.025
'0:09.027',-0.027,-0.078,-0.051,0.052,0.012,-0.065,-0.032,-0.017,-0.040,-0.114,-0.197,-0.097,-0.138,-0.083,0.029
'0:09.028',-0.033,-0.086,-0.052,0.059,0.010,-0.070,-0.030,-0.018,-0.040,-0.115,-0.197,-0.097,-0.139,-0.086,0.030
'0:09.029',-0.029,-0.086,-0.056,0.058,0.013,-0.071,-0.029,-0.018,-0.038,-0.114,-0.195,-0.093,-0.136,-0.088,0.029
